Elead ID,City,State,Zip,Bought Veh,Bought Veh Model,Bought Veh Trim,Bought Veh Price,Sale Date,Stock#,Vin#
7091822,KENNESAW,GA,30152,Mercedes-Benz,C-Class,C320 4dr Sedan,31344,7/16/04,5121,WDBRF64J01F065908
7091826,TAYLORSVILLE,KY,40071,Ford,Explorer,Eddie Bauer 4dr 4x4,19250,7/17/04,5251B,1FMZU74E42ZB74349
7091827,BYRON,GA,31008,Toyota,Sienna,,9000,7/19/04,5276,4T3ZF13C6XU090648
7091828,MABLETON,GA,30126,BMW,325,i (A4) 2dr Convertible,11650,7/20/04,5343A,WBABJ6322SJD42598
7091830,ATLANTA,GA,30349,Jaguar,S-Type,4.0L V8 4dr Sedan,23390,7/20/04,5298,SAJDA01P61GM10810
7091831,ROME,GA,30165,Jaguar,X-Type,,19601,7/20/04,5259,SAJEA51D72XC16167
7091832,ATLANTA,GA,30328,Mercedes-Benz,C-Class,C240 4dr Sedan,25800,7/21/04,5371,WDBRF61J62F227093
7091833,SAVANNAH,GA,31411,Mercedes-Benz,SL-Class,SL500 2dr Roadster,77000,7/21/04,5345,WDBSK75F23F033865
7091835,CAPE CORAL,FL,33993,Chevrolet,Corvette,Base 2dr Convertible,34500,7/22/04,5209A,1G1YY32G715127848
7091837,MURRIETA,CA,92563,Porsche,911,,43300,7/22/04,5339,WP0AA2993YS622431
7091840,COVINGTON,GA,30014,Mercedes-Benz,SLK-Class,SLK230 2dr Roadster,19800,7/23/04,5087,WDBKK47F4WF079813
7091842,MESA,AZ,85205,BMW,530,i 4dr Sedan,49945,7/24/04,5315,WBANA73564B802983
7091843,ATLANTA,GA,30331,Mercedes-Benz,E-Class,,33900,7/24/04,5225,WDBJF65J61B326736
7091845,MARIETTA,GA,30062,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,32900,7/24/04,5378,WP0CA29802U620289
7091847,WATERFORD,CT,6385,Mercedes-Benz,CLK-Class,CLK430 2dr Convertible,42000,7/26/04,5221,WDBLK70G23T134345
7091848,WESTBURY,NY,11590,Mercedes-Benz,C-Class,C240 4dr Sedan,21900,7/26/04,5208,WDBRF61JX1F093185
7091849,ALEXANDRIA,VA,22304,INFINITI,G35,,30800,7/26/04,5356,JNKCV54E03M221983
7091853,GRAYSON,GA,30017,Chevrolet,Tahoe,,25500,7/27/04,5121A,1GNEC13Z43J189612
7091854,MARIETTA,GA,30067,Mercedes-Benz,M-Class,ML500 4dr All-wheel Drive,31900,7/27/04,5374,4JGAB75E52A305921
7091857,LOS ALTOS,CA,94022,Mercedes-Benz,E-Class,4M E320 4dr All-wheel Drive Station Wagon,32700,7/27/04,5365,WDBJH82J42X067565
7091858,GERMANTOWN,WI,53022,Lexus,LS 430,Base 4dr Sedan,28900,7/27/04,5345A,JTHBN30F010019681
7091859,MARTINEZ,CA,94553,BMW,323,Ci 2dr Coupe,21900,7/27/04,5302,WBABM3345YJN65246
7091860,GOLETA,CA,93117,Porsche,911,,51350,7/27/04,5085,WP0CA29981S651728
7091861,BOONE,NC,28607,Land Rover,Defender,Soft Top 4x4 Sport Utility,24345,7/28/04,5324A,SALDV2286SA971771
7091863,MARIETTA,GA,30068,Jaguar,XJ8,Vanden Plas 4dr Sedan,16900,7/28/04,5401,SAJKX6246WC825783
7091864,ACWORTH,GA,30101,BMW,745,i 4dr Sedan,50900,7/28/04,5206,WBAGL63482DP54036
7091866,DALLAS,GA,30132,BMW,330,i 4dr Rear-wheel Drive Sedan,27045,7/29/04,5369,WBAEV53462KM15430
7091868,PALM HARBOR,FL,34685,Mercedes-Benz,CLK-Class,CLK55 AMG 2dr Coupe,37601,7/29/04,5380,WDBLJ74G61F168295
7091871,SOMERS POINT,NJ,8244,Mercedes-Benz,CLK-Class,CLK430 2dr Convertible,46301,7/31/04,5360,WDBLK70G52T109065
7091872,KNOXVILLE,TN,37922,Mercedes-Benz,S-Class,S500 4dr Sedan,45400,7/31/04,5395,WDBNG75J51A193042
7091873,MEMPHIS,TN,38115,BMW,740,iLong Wheel Base 4dr Sedan,34900,7/31/04,5392,WBAGH83401DP31829
7091877,RAMER,TN,38367,MINI,Cooper,Base 2dr Hatchback,19401,8/2/04,5367,WMWRC33492TC34640
7091879,COHUTTA,GA,30710,BMW,325,Ci 2dr Convertible,34490,8/2/04,5284,WBABS33481JY57520
7091880,ATLANTA,GA,30339,Mercedes-Benz,C-Class,C320 4dr Station Wagon,25400,8/3/04,5390,WDBRH64J12F229095
7091882,RALEIGH,NC,27624,BMW,745,Li 4dr Sedan,69500,8/3/04,5363,WBAGN634X4DS50195
7091884,SIMPSONVILLE,SC,29681,Jeep,Grand Cherokee,Limited 4dr 4x4,14400,8/4/04,5330A,1J4GW58NX1C649633
7091886,KANSAS CITY,MO,64111,Saab,5-Sep,Aero 4dr Sedan,29400,8/4/04,5195,YS3EH49G133012532
7091887,RALEIGH,NC,27612,Audi,allroad,,28900,8/4/04,5078,WAUYP64B51N143895
7091888,HATTIESBURG,MS,39402,Porsche,911,,95500,8/4/04,5135,WP0AB29912S686889
7091889,ATLANTA,GA,30306,Mercedes-Benz,C-Class,C240 4dr Sedan,22000,8/5/04,5240,WDBRF61J31F098678
7091890,ATLANTA,GA,30327,Mercedes-Benz,S-Class,S500 4dr Rear-wheel Drive Sedan,74500,8/5/04,5172,WDBNG75JX3A343567
7091895,FORT WORTH,TX,76135,Audi,A4,,22500,8/6/04,5331,WAUJC68E83A106402
7091898,BOULDER,CO,80302,Porsche,911,,41200,8/7/04,5451,WP0CA2996XS651610
7091899,STATEN ISLAND,NY,10306,Mercedes-Benz,S-Class,S600 4dr Sedan,54700,8/7/04,5412,WDBNG78J32A254191
7091900,KNOXVILLE,TN,37931,Jaguar,S-Type,,35800,8/7/04,5357,SAJEA01U53HM46642
7091901,MARIETTA,GA,30068,Mercedes-Benz,CLK-Class,CLK320 2dr Coupe,27200,8/7/04,5425,WDBLJ65G9YF122558
7091902,SMYRNA,GA,30082,BMW,325,Ci 2dr Rear-wheel Drive Coupe,32187,8/7/04,5443,WBABN33482JW60940
7091903,IRVINE,CA,92612,Toyota,4Runner,,20575,8/7/04,5284A,JT3GN87R710199962
7091904,MARIETTA,GA,30068,Jaguar,S-Type,4.0L V8 4dr Sedan,27850,8/9/04,5407,SAJDA01P21GM09895
7091907,OAKLAND,CA,94618,Jaguar,X-Type,,23800,8/9/04,5299,SAJEA51D93XD53869
7091908,ARLINGTON,VA,22203,Jaguar,X-Type,3.0 4dr Sedan,32590,8/9/04,5340,SAJEB51C34WD53068
7091916,SHELBYVILLE,KY,40065,BMW,Z4,2.5i 2dr Roadster,29200,8/9/04,5375,4USBT33493LS44212
7091917,HUNTSVILLE,AL,35810,BMW,525,iA (A5) 4dr Sedan,37700,8/10/04,5290,WBADT43473G031589
7091919,STONE MOUNTAIN,GA,30087,Mercedes-Benz,CLK-Class,CLK55 AMG 2dr Coupe,40700,8/10/04,5352,WDBLJ74G61F191575
7091921,SAN LEANDRO,CA,94579,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,40750,8/10/04,5452,WDBUF65J73A210340
7091923,STONE MOUNTAIN,GA,30083,Land Rover,Discovery,Series II SE 7 Passenger 4dr All-wheel Drive,20000,8/11/04,5418,SALTW12482A744758
7091924,FAYETTEVILLE,GA,30214,Mercedes-Benz,E-Class,E430 4dr Rear-wheel Drive Sedan,32000,8/11/04,5448,WDBJF70J91B203509
7091925,DEL MAR,CA,92014,Porsche,911,,31900,8/11/04,5110A,WP0CA2991SS342314
7091927,TULLAHOMA,TN,37388,Mercedes-Benz,S-Class,S430 4dr Rear-wheel Drive Sedan,55101,8/12/04,5455,WDBNG70J03A358327
7091928,DOVER,NH,3820,Pontiac,Firebird,,16101,8/12/04,5223E,2G2FV22G812143364
7091929,LEESBURG,VA,20176,BMW,740,iL 4dr Sedan,15800,8/13/04,5435,WBAGH8337XDP01470
7091930,MENDENHALL,PA,19357,Lexus,RX 300,Base 4dr Front-wheel Drive,25500,8/13/04,5400,JTJGF10UX10104712
7091931,ATLANTA,GA,30327,Lexus,RX 300,Base 4dr Front-wheel Drive,23000,8/14/04,5397,JTJGF10U210100377
7091932,CINCINNATI,OH,45208,Mercedes-Benz,M-Class,ML55 AMG 4dr All-wheel Drive,39299,8/14/04,5432A,4JGAB74E62A345345
7091935,TUCKER,GA,30084,BMW,525,iA (A5) 4dr Sedan,31000,8/16/04,5312,WBADT43462GY42346
7091937,CUMMING,GA,30041,Audi,S8,4.2L 4dr All-wheel Drive Quattro Sedan,44950,8/18/04,5303,WAUGU44D42N005003
7091942,NEW ORLEANS,LA,70119,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,42500,8/18/04,5411,WDBUF65JX3A081798
7091944,BROOKHAVEN,GA,30319,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,51921,8/20/04,5409,WDCYR49E92X134511
7091945,PLANTATION,FL,33324,Mercedes-Benz,S-Class,S55 AMG 4dr Sedan,97000,8/20/04,5391,WDBNG74J23A369114
7091946,IRVING,TX,75063,Mercedes-Benz,E-Class,E500 4dr Rear-wheel Drive Sedan,55000,8/20/04,5416,WDBUF70J24A500709
7091947,SOUTHBOROUGH,MA,1772,Porsche,911,,44600,8/20/04,5422,WP0CA2999XS651844
7091948,NORCROSS,GA,30092,BMW,330,i 4dr Rear-wheel Drive Sedan,32353,8/21/04,5378A,WBAEV53473KM02722
7091950,CORPUS CHRISTI,TX,78413,Mercedes-Benz,M-Class,ML55 AMG 4dr All-wheel Drive,35200,8/21/04,5278,4JGAB74E91A257047
7091951,MILLERSVILLE,MD,21108,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,24500,8/21/04,5468,WDBJF65J2YB112420
7091971,MEDIA,PA,19063,Isuzu,Axiom,Base 4dr 4x2,14900,8/23/04,5443A,4S2CE58X624611602
7091964,LITHONIA,GA,30038,Land Rover,Discovery,Series II SE 7 Passenger 4dr All-wheel Drive,20453,8/24/04,5386,SALTW12411A710983
7091965,PORTLAND,OR,97219,Porsche,911,,56900,8/24/04,5458,WP0AA29942S622252
7091963,FAYETTEVILLE,GA,30214,Mercedes-Benz,S-Class,S430 4dr Sedan,48900,8/26/04,5450,WDBNG70J02A232807
7091954,WOODBRIDGE,VA,22191,Mercedes-Benz,E-Class,E430 4dr Rear-wheel Drive Sedan,28500,8/27/04,5481,WDBJF70J31B268551
7091956,CONYERS,GA,30013,Mercedes-Benz,CLK-Class,CLK320 2dr Coupe,31500,8/27/04,5373,WDBLJ65GX2F197504
7091960,DECATUR,GA,30030,Porsche,911,,55255,8/27/04,5472,WP0CA29991S651351
7091962,WALESKA,GA,30183,Mercedes-Benz,SL-Class,SL500 2dr Roadster,31900,8/28/04,5491,WDBFA68F1XF184826
7091958,MARIETTA,GA,30066,Porsche,Boxster,,22900,8/30/04,5497,WP0CA298XWU625974
7091966,SMYRNA,GA,30082,Mercedes-Benz,SLK-Class,Kompressor SLK230 2dr Roadster,23381,8/30/04,5465,WDBKK47F0XF086811
7091968,CHARLOTTE,NC,28277,BMW,7 Series,Li 4dr Sedan,65601,8/30/04,5403,WBAGN634X3DR18821
7091955,DOUGLASVILLE,GA,30135,Lexus,GS 300,Base 4dr Sedan,37500,8/31/04,5201,JT8BD69S940193161
7091959,ALPHARETTA,GA,30004,Acura,TL,3.2 w/Navigation System (A5) 4dr Sedan,23900,8/31/04,5216B,19UUA56793A077935
7091970,ALPHARETTA,GA,30005,BMW,Z3,2.3 2dr Roadster,23958,9/1/04,5445,4USCH9342YLF87317
7091981,CENTREVILLE,VA,20121,BMW,X5,4.4i 4dr All-wheel Drive,44601,9/1/04,5504,5UXFB33533LH45794
7091973,LAS VEGAS,NV,89117,BMW,745,Li 4dr Sedan,60500,9/2/04,5498,WBAGN63403DR15507
7091974,NEW YORK,NY,10009,Mercedes-Benz,S-Class,S430 4dr Sedan,29423,9/2/04,5520,WDBNG70J4YA047782
7091977,ELLIJAY,GA,30536,Land Rover,Range Rover,,23500,9/2/04,5521,SALPL16401A451181
7091975,HARBOR CITY,CA,90710,Porsche,911,,43500,9/3/04,5381C,WP0CA2999XS655506
7091976,HOMEWOOD,IL,60430,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,30200,9/3/04,5502,WP0CA29831U624819
7091978,CUMMING,GA,30041,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,29500,9/3/04,5484,WDBKK65FX1F225882
7091979,OSTRANDER,OH,43061,Mercedes-Benz,M-Class,ML320 4dr All-wheel Drive,16790,9/3/04,5474,4JGAB54E6XA130592
7091980,LAGRANGE,GA,30240,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,30900,9/4/04,5490,WDBKK65F11F229562
7091983,MARIETTA,GA,30060,BMW,330,Ci 2dr Coupe,26900,9/4/04,5508,WBABN53441JU31715
7091982,ANGOLA,IN,46703,Porsche,Cayenne,S 4dr All-wheel Drive,54101,9/7/04,5478,WP1AB29P74LA63285
7091984,CUMMING,GA,30041,Land Rover,Discovery,Series II Leather 4dr All-wheel Drive,20400,9/7/04,5326,SALTY1249YA262674
7091985,GRAYVILLE,IL,62844,Mercedes-Benz,E-Class,E55 AMG 4dr Sedan,81900,9/7/04,5387,WDBUF76J34A547822
7091987,FREMONT,CA,94538,Mercedes-Benz,E-Class,E320 CDI 4dr Sedan,50650,9/8/04,5515,WDBUF26J95A542709
7091988,WINDERMERE,FL,34786,Land Rover,Discovery,SE 4dr All-wheel Drive,26000,9/8/04,5311,SALTY16463A788246
7091989,LAKE ZURICH,IL,60047,Mercedes-Benz,E-Class,E55 AMG 4dr Sedan,76900,9/9/04,5456,WDBUF76J53A379857
7091990,CINCINNATI,OH,45248,Porsche,911,,46900,9/10/04,5433,WP0AA29911S621963
7091991,GRIFFIN,GA,30223,Mercedes-Benz,CLK-Class,CLK320 Convertible,29400,9/10/04,5501,WDBLK65G0XT018800
7091994,LIVINGSTON MANOR,NY,12758,BMW,530,iA (A5) 4dr Sedan,37900,9/10/04,5485,WBADT63453CK36010
7091995,HALFMOON,NY,12065,BMW,M5,Base 4dr Sedan,60900,9/10/04,5516,WBSDE93423CF91985
7091996,LILBURN,GA,30047,Mercedes-Benz,C-Class,C280 4dr Sedan,13900,9/10/04,5506,WDBHA29G9XA722758
7092002,TAMPA,FL,33611,Saab,3-Sep,Linear 4dr Sport Sedan,21800,9/13/04,5439,YS3FB49S541010399
7092004,SMYRNA,GA,30080,BMW,7 Series,Li 4dr Sedan,60800,9/14/04,5457,WBAGN634X3DR14557
7092007,WINSTON SALEM,NC,27106,Mercedes-Benz,S-Class,S500 4dr Sedan,34501,9/15/04,5526,WDBNG75J5YA039456
7092008,HAYESVILLE,NC,28904,Lexus,LX 470,Base 4dr All-wheel Drive,47500,9/15/04,5477,JTJHT00W323518696
7092009,SANTA FE,NM,87507,BMW,530,iA (A5) 4dr Sedan,35701,9/16/04,5441,WBADT63423CK31816
7092010,PROSPECT,KY,40059,INFINITI,Q45,Luxury 4dr Sedan,33495,9/16/04,5424,JNKBF01A82M000191
7092012,DALLAS,TX,75225,Ferrari,,456 GT,68500,9/16/04,5507,ZFFSP44A9S0100200
7092019,MATTHEWS,NC,28104,Mercedes-Benz,M-Class,ML320 4dr All-wheel Drive,22296,9/17/04,5545,4JGAB54E02A328819
7092020,BIRMINGHAM,AL,35242,BMW,X5,4.4i 4dr All-wheel Drive,33990,9/17/04,5540,WBAFB33521LH12412
7092023,CARROLLTON,TX,75007,Mercedes-Benz,M-Class,ML55 AMG 4dr All-wheel Drive,28500,9/17/04,5487,4JGAB74E5YA176427
7092026,LITHIA SPRINGS,GA,30122,BMW,X5,3.0i 4dr All-wheel Drive,29400,9/18/04,5511,WBAFA53501LH79265
7092027,KENNESAW,GA,30144,Porsche,911,,53500,9/20/04,5523,WP0AA29921S620630
7092028,APISON,TN,37302,BMW,525,iA 4dr Sedan,26778,9/20/04,5428,WBADT43401GX26638
7092030,DAYTON,OH,45406,Mercedes-Benz,S-Class,S420 4dr Sedan,21300,9/20/04,5460,WDBGA43GXWA399187
7092031,PHOENIX,AZ,85043,Jaguar,XK8,Base 2dr Convertible,28782,9/21/04,5288,SAJGX2042XC035156
7092032,SMYRNA,GA,30080,Mercedes-Benz,S-Class,S500 4dr Sedan,41900,9/21/04,5518,WDBNG75J8YA092703
7092033,CARMICHAEL,CA,95608,Mercedes-Benz,SL-Class,SL500 2dr Roadster,41200,9/21/04,5517,WDBFA68F6YF189571
7092034,TUCSON,AZ,85704,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,57800,9/22/04,5493,WDCYR49EX3X141078
7092035,ALPHARETTA,GA,30004,Mercedes-Benz,E-Class,,18900,9/22/04,5537,WDBJF65H6XA950578
7092036,AUGUSTA,GA,30906,Jaguar,S-Type,3.0L V6 4dr Sedan,22550,9/22/04,5408,SAJDA01C11FL82305
7092037,ALBION,MI,49224,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,24600,9/22/04,5489,WDBJF65J1YB115776
7092038,NORWALK,CT,6854,BMW,M3,Base 2dr Convertible,50500,9/22/04,5495,WBSBR93493PK01790
7092039,DECATUR,GA,30030,Mitsubishi,Eclipse Spyder,GT 2dr Convertible,15900,9/23/04,5491A,4A3AE85H12E025110
7092041,BUFORD,GA,30518,BMW,325,Ci 2dr Coupe,24000,9/24/04,5476,WBABN33471JW58580
7092042,EDINA,MN,55436,BMW,Z8,Base 2dr Convertible,86900,9/24/04,5539,WBAEJ13441AH60290
7092043,MARIETTA,GA,30066,Porsche,Boxster,,24200,9/25/04,5503,WP0CA2989XU626728
7092044,MCDONOUGH,GA,30253,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,32700,9/25/04,5349,WP0CA29801S620352
7092045,HELENA,AR,72342,INFINITI,FX35,Base 4dr 4x2,30300,9/25/04,5255,JNRAS08U13X100271
7092046,CORPUS CHRISTI,TX,78414,Audi,A8,L 4.2 4dr All-wheel Drive Quattro LWB Sedan,29100,9/25/04,5431,WAUML54D11N007494
7092049,MARLBORO,NJ,7746,Mercedes-Benz,S-Class,S430 4dr Sedan,40500,9/27/04,5530,WDBNG70J71A159708
7092051,ALPHARETTA,GA,30009,Mercedes-Benz,S-Class,S55 AMG 4dr Sedan,87500,9/28/04,5233,WDBNG74J83A325649
7092052,ST DAVIDS,PA,19087,Porsche,Cayenne,S 4dr All-wheel Drive,50601,9/28/04,5480,WP1AB29P54LA68825
7092058,MARIETTA,GA,30062,Nissan,300ZX,GS 2 Dr Hatchback,1500,9/30/04,5501A,JN1RZ24AXLX001120
7092060,KENNESAW,GA,30152,Mercedes-Benz,SL-Class,SL500 2dr Roadster,84326,9/30/04,5557,WDBSK75F54F076016
7092061,FORT WASHINGTON,MD,20744,Mercedes-Benz,E-Class,E430 4dr Rear-wheel Drive Sedan,22300,9/30/04,5534,WDBJF70J8YB059154
7092062,SACRAMENTO,CA,95822,Mercedes-Benz,CL-Class,CL500 2dr Coupe,48000,9/30/04,5124,WDBPJ75JXYA002252
7092063,DESTIN,FL,32541,Mercedes-Benz,C-Class,C240 4dr Rear-wheel Drive Sedan,27423,10/1/04,5572,WDBRF61JX3E012601
7092064,MARTINEZ,GA,30907,Mercedes-Benz,SL-Class,SL500 2dr Roadster,46500,10/1/04,5554,WDBFA68F21F196636
7092065,MARION,IN,46952,BMW,745,i 4dr Sedan,45800,10/1/04,5536,WBAGL63492DP61027
7092066,LOUISVILLE,KY,40207,BMW,M3,Base 2dr Coupe,47000,10/1/04,5405,WBSBL93463JR21858
7092067,ZEELAND,MI,49464,Toyota,Land Cruiser,Base 4dr 4x4,50200,10/1/04,5556,JTEHT05J542051060
7092069,SLIDELL,LA,70458,BMW,745,Li 4dr Sedan,60900,10/2/04,5549C,WBAGN63433DS44415
7092070,ACWORTH,GA,30101,Mercedes-Benz,SLK-Class,Kompressor SLK230 2dr Roadster,29802,10/2/04,5544,WDBKK49F32F260781
7092071,ACWORTH,GA,30101,BMW,325,i 4dr Rear-wheel Drive Sedan,27183,10/2/04,5543,WBAET37473NJ26240
7092072,DACULA,GA,30019,Jaguar,S-Type,3.0L V6 4dr Sedan,21500,10/2/04,5466,SAJDA01N21FM08363
7092075,MARIETTA,GA,30068,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,29500,10/2/04,5571,WDBKK65F21F211359
7092076,BROOKHAVEN,GA,30319,Porsche,911,,44900,10/2/04,5467,WP0AA29971S620817
7092078,KENNESAW,GA,30144,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,31921,10/4/04,5434,WP0CB29801U663672
7092079,FLEMINGTON,NJ,8822,BMW,Z4,3.0i 2dr Roadster,35450,10/4/04,5581,4USBT53403LT23554
7092080,STONE MOUNTAIN,GA,30088,Jaguar,S-Type,3.0L V6 4dr Sedan,23400,10/5/04,5561,SAJDA01C5YFL68952
7092081,RICHLAND,WA,99352,Saab,3-Sep,Linear 4dr Sport Sedan,21180,10/5/04,5440,YS3FB49S741012400
7092082,CONLEY,GA,30288,BMW,7 Series,i 4dr Sedan,65700,10/6/04,5404,WBAGL63484DP69459
7092083,BEVERLY HILLS,CA,90212,Mercedes-Benz,E-Class,,26900,10/6/04,5241,WDBJF65J81B332327
7092085,PETALUMA,CA,94954,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,35500,10/7/04,5589,4JGAB57E44A508805
7092086,STATEN ISLAND,NY,10305,Mazda,RX-8,6 Speed Manual 4dr Coupe,24900,10/7/04,5430,JM1FE173340123010
7092088,RICHMOND HILL,GA,31324,BMW,X5,3.0i 4dr All-wheel Drive,34000,10/8/04,5505,5UXFA53512LP32665
7092089,POWDER SPRINGS,GA,30127,BMW,X5,4.4i 4dr All-wheel Drive,31000,10/8/04,5584,WBAFB33541LH16154
7092090,DECATUR,GA,30034,Mercedes-Benz,CLK-Class,CLK430 2dr Coupe,31800,10/8/04,5341,WDBLJ70G81F169986
7092091,NEWNAN,GA,30265,Mazda,B3000,,12900,10/8/04,5445A,4F4YR46V93TM07988
7092092,DEARBORN,MI,48126,Mercedes-Benz,300-Class,300E,2601,10/8/04,5405A,WDBEA30D6MB496390
7092093,BERLIN,NJ,8009,Lincoln,Aviator,,32500,10/8/04,5325,5LMEU68H24ZJ17788
7092094,JACKSONVILLE,FL,32217,Mercedes-Benz,SLK-Class,SLK32 AMG 2dr Roadster,43700,10/8/04,5577,WDBKK66F43F284492
7092096,SEATTLE,WA,98101,BMW,525,iA (A5) 4dr Sedan,26101,10/9/04,5427,WBADT43402GZ95658
7092097,SAN CARLOS,CA,94070,Mercedes-Benz,C-Class,C240 4dr Rear-wheel Drive Station Wagon,26600,10/9/04,5558,WDBRH61JX3F383987
7092098,ALPHARETTA,GA,30005,Mercedes-Benz,M-Class,ML320 4dr All-wheel Drive,26900,10/9/04,5563,4JGAB54E82A369327
7092099,DOVER,TN,37058,BMW,745,Li 4dr Sedan,57900,10/9/04,5624,WBAGN63482DR06777
7092101,DOUGLASVILLE,GA,30134,Mercedes-Benz,E-Class,,26495,10/9/04,5528,WDBJF65J81B372861
7092104,LONGWOOD,FL,32779,BMW,745,Li 4dr Sedan,53345,10/11/04,5579,WBAGN63452DR07367
7092105,DENVILLE,NJ,7834,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,30800,10/11/04,5567,WDBKK65F22F241625
7092025,COEBURN,VA,24230,Mercedes-Benz,S-Class,S430 4dr Sedan,46492,10/12/04,5342,WDBNG70J12A240964
7092106,ALPHARETTA,GA,30022,Mercedes-Benz,C-Class,C220 4dr Sedan,7000,10/12/04,5572A,WDBHA22E8TF392486
7092107,SMYRNA,GA,30080,Lexus,LX 470,Base 4dr All-wheel Drive,52900,10/12/04,5606,JTJHT00W633532867
7092109,MABLETON,GA,30126,BMW,530,iA 4dr Sedan,29536,10/12/04,5622,WBADT63481CF09859
7092110,CONYERS,GA,30013,Mercedes-Benz,S-Class,S500 4dr Sedan,38200,10/12/04,5612,WDBNG75JXYA034141
7092111,LAWRENCEVILLE,GA,30043,Porsche,Cayenne,Turbo 4dr All-wheel Drive,75900,10/12/04,5479,WP1AC29P04LA91846
7092113,KNOXVILLE,TN,37919,BMW,M3,Base 2dr Convertible,49000,10/14/04,5230,WBSBR93403PK01113
7092114,ORLANDO,FL,32835,BMW,740,i Long-Wheel Base 4dr Sedan,27350,10/14/04,5586,WBAGH8342YDP15982
7092115,LOS GATOS,CA,95030,MINI,Cooper S,Base 2dr Hatchback,20800,10/14/04,5626,WMWRE33402TD52652
7092116,WESTON,FL,33327,Mercedes-Benz,E-Class,E430 4dr Rear-wheel Drive Sedan,28700,10/15/04,5512,WDBJF70JX1B264187
7092117,SCOTTSDALE,AZ,85266,BMW,745,Li 4dr Sedan,58400,10/15/04,5423,WBAGN63433DR13234
7092118,THE WOODLANDS,TX,77382,Mercedes-Benz,SL-Class,SL500 2dr Roadster,42700,10/15/04,5619,WDBFA68F81F200799
7092119,COVINGTON,GA,30016,Mercedes-Benz,C-Class,C240 4dr Sedan,27829,10/15/04,5594,WDBRF61J22E001820
7092120,FLORENCE,SC,29505,Mercedes-Benz,S-Class,S430 4dr Sedan,40878,10/16/04,5601,WDBNG70J21A207499
7092121,ATLANTA,GA,30305,Jaguar,XJ8,,18557,10/16/04,5583,SAJKD6048XC873802
7092122,ELLENWOOD,GA,30294,Toyota,4Runner,,4286,10/16/04,5531A,JT3GM84R1V0008839
7092123,SMYRNA,GA,30080,Mercedes-Benz,S-Class,S500 4dr Sedan,37600,10/16/04,5636,WDBNG75JXYA030302
7092125,JACKSONVILLE,FL,32224,Mercedes-Benz,CLK-Class,CLK430 2dr Coupe,30900,10/18/04,5372,WDBLJ70G81F187968
7092126,HICKORY,NC,28602,BMW,330,Ci 2dr Coupe,18601,10/18/04,5584A,WBABN53471JU22054
7092127,JESSUP,MD,20794,Mercedes-Benz,S-Class,S500 4dr Rear-wheel Drive Sedan,72500,10/18/04,5547,WDBNG75J84A409566
7092128,LOS ALTOS,CA,94024,BMW,530,i (M5) 4dr Sedan,31100,10/18/04,5607,WBADT53482CE92797
7092131,NIXA,MO,65714,BMW,325,i 4dr Rear-wheel Drive Sedan,30350,10/20/04,5613,WBAET37414NJ43519
7092132,LINCOLN,NE,68521,BMW,X5,4.4i 4dr All-wheel Drive,46000,10/20/04,5621,5UXFB33533LH40188
7092134,DOUGLASVILLE,GA,30135,Jaguar,S-Type,4.0L V8 4dr Sedan,22500,10/20/04,5564,SAJDA01PX1GM01186
7092135,SAINT PETERSBURG,FL,33701,Mercedes-Benz,CLK-Class,CLK55 AMG 2dr Convertible,50750,10/20/04,5513,WDBLK74G12T100132
7092136,TARPON SPRINGS,FL,34688,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,27500,10/21/04,5598,WDBKK65F41F216157
7092139,LAKE PARK,FL,33403,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,38800,10/21/04,5635,WDBUF65J64A452537
7092140,DALLAS,GA,30132,Mercedes-Benz,E-Class,,32900,10/21/04,5350,WDBJF70J92B443015
7092141,BARGERSVILLE,IN,46106,INFINITI,FX45,Base 4dr All-wheel Drive,42500,10/21/04,5645,JNRBS08W74X402574
7092144,KNOXVILLE,TN,37919,Mercedes-Benz,S-Class,S500 4dr Rear-wheel Drive Sedan,77301,10/22/04,5261,WDBNG75J04A387255
7092145,WOODSTOCK,GA,30189,Jaguar,X-Type,,26500,10/23/04,5560,SAJEA51C62WC53935
7092146,DULUTH,GA,30097,BMW,645,Ci 2dr Coupe,74900,10/23/04,5548C,WBAEH73434B189210
7092149,MONTGOMERY,AL,36106,Lexus,GS 300,Base 4dr Sedan,25400,10/25/04,5670,JT8BD69S510145636
