Elead ID,City,State,Zip,Bought Veh,Bought Veh Model,Bought Veh Trim,Bought Veh Price,Sale Date,Stock#,Vin#
7093003,LORTON,VA,22079,Mercedes-Benz,M-Class,ML55 AMG 4dr All-wheel Drive,27000,8/27/05,6484,4JGAB74E1YA175713
7093005,BOZEMAN,MT,59715,Mercedes-Benz,SLK-Class,SLK32 AMG 2dr Roadster,32700,8/29/05,6508,WDBKK66F52F257607
7093013,LAS VEGAS,NV,89145,Mercedes-Benz,CLK-Class,CLK55 AMG 2dr Coupe,53400,8/29/05,6077,WDBTJ76H64F066571
7093014,VENTNOR CITY,NJ,8406,BMW,745,i 4dr Sedan,45900,8/29/05,6307C,WBAGL63452DP54270
7093023,GLENWOOD SPRINGS,CO,81601,BMW,540,i 4dr Sedan,15900,8/29/05,6345A,WBADN5345YGC94304
7093007,BLUFFTON,SC,29910,Mercedes-Benz,CL-Class,CL500 2dr Coupe,51101,8/30/05,6267A,WDBPJ75J42A028157
7093009,MARIETTA,GA,30068,BMW,530,iA (A5) 4dr Sedan,26000,9/1/05,6092,WBADT63422CH91336
7093010,NORTH MYRTLE BEACH,SC,29582,Acura,NSX-T,Open Top (M5) 2dr Coupe,38800,9/1/05,6422A,JH4NA1180TT000076
7093016,KENNESAW,GA,30152,BMW,X5,4.4i 4dr All-wheel Drive,51965,9/2/05,6516C,5UXFB53525LV10007
7093017,LANDENBERG,PA,19350,Jaguar,S-Type,4.2L V8 4dr Sedan,33290,9/2/05,6463,SAJWA01U25HN25354
7093018,HICKORY,NC,28601,Mercedes-Benz,C-Class,C240 4dr Rear-wheel Drive Sedan,23501,9/3/05,6436,WDBRF61J13F392454
7093019,GAINESVILLE,FL,32608,Mercedes-Benz,S-Class,S600 4dr Sedan,43900,9/3/05,6174,WDBNG78J91A165109
7093020,ATLANTA,GA,30327,Mercedes-Benz,S-Class,S600 4dr Sedan,91074,9/3/05,6524,WDBNG76J43A346964
7092252,RALEIGH,NC,27612,BMW,530,i (M5) 4dr Sedan,27500,9/6/05,6496,WBADT53402CE92258
7093022,TUPELO,MS,38801,Audi,TT,,23700,9/6/05,6456,TRUUT28N111047026
7093025,WAPPINGERS FALLS,NY,12590,Jaguar,XJR,Base 4dr Sedan,23500,9/7/05,6531,SAJDA15B7YMF01538
7093026,ATLANTA,GA,30331,Mercedes-Benz,E-Class,E500 4dr Sedan,39900,9/7/05,6525,WDBUF70J83A203863
7093028,SCHENECTADY,NY,12309,Mazda,Tribute,ES V6 4dr Front-wheel Drive,15690,9/7/05,6337A,4F2CZ061X3KM40982
7093029,MARIETTA,GA,30068,BMW,7 Series,Li 4dr Sedan,63500,9/8/05,6534,WBAGN63454DS51500
7093030,MARIETTA,GA,30066,Mercedes-Benz,SLK-Class,SLK350 2dr Roadster,47900,9/8/05,6446,WDBWK56F75F048661
7093031,MARIETTA,GA,30064,BMW,530,i 4dr Sedan,39000,9/8/05,6419,WBANA73564B061069
7093032,BIRMINGHAM,AL,35209,BMW,X5,4.4i 4dr All-wheel Drive,45500,9/8/05,6447,5UXFB53594LV07216
7093034,SMYRNA,GA,30082,Volvo,XC90,,31346,9/9/05,6328,YV1CY59H741062260
7093036,FRANKFORT,IL,60423,Porsche,911,Carrera 2dr Rear-wheel Drive Coupe,72800,9/10/05,6395,WP0AA29975S715142
7093037,NEWNAN,GA,30265,Porsche,911,,85000,9/10/05,6523C,WP0CA29954S651903
7093038,COLUMBUS,GA,31906,Jaguar,XKR,Base 2dr Coupe,59601,9/10/05,6161,SAJDA41B443A38992
7093039,HIXSON,TN,37343,INFINITI,Q45,Luxury 4dr Sedan,26000,9/12/05,6184,JNKBF01A72M004944
7093040,RICHLAND,MI,49083,Mercedes-Benz,SL-Class,SL500 2dr Roadster,88801,9/12/05,6364,WDBSK75F95F091118
7093041,SANTA CRUZ,CA,95060,Porsche,Cayenne,Turbo 4dr All-wheel Drive,75500,9/12/05,6372,WP1AC29PX4LA92356
7093042,ATLANTA,GA,30338,GMC,Yukon,Denali 4dr 4x4,26400,9/13/05,6487A,1GKEK63U01J305399
7093043,TAMPA,FL,33629,BMW,3 Series,Ci 2dr Rear-wheel Drive Convertible,42601,9/14/05,6453,WBABW53454PJ95395
7093045,GERMANTOWN,TN,38138,Mercedes-Benz,S-Class,S55 AMG 4dr Sedan,76000,9/14/05,6314,WDBNG74J53A359211
7092946,SHREVEPORT,LA,71105,BMW,6 Series,Ci 2dr Convertible,69500,9/15/05,6418,WBAEK73434B321223
7093047,GULFPORT,MS,39503,Mercedes-Benz,C-Class,,23500,9/16/05,6280,WDBRF64J23F427546
7093048,BIRMINGHAM,AL,35242,Porsche,911,,36600,9/16/05,6534B,WP0CA2999TS340540
7093049,WOODSTOCK,GA,30189,Jaguar,X-Type,,17485,9/16/05,6350,SAJEA51C02WC53221
7093050,RYE,NH,3870,Land Rover,Discovery,,28900,9/16/05,6304,SALTW19414A839011
7093052,ATLANTA,GA,30307,Acura,MDX,3.5L w/Touring/Navigation (A5) 4dr 4x4,26997,9/17/05,6521A,2HNYD18873H547140
7093053,POWELL,TN,37849,BMW,325,Ci 2dr Convertible,28500,9/17/05,6558,WBABS33411JY50179
7093055,WICHITA,KS,67206,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,39700,9/17/05,6448,WP0CB29813U662100
7093056,BUFORD,GA,30518,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,28000,9/19/05,6542,WP0CB2984YS660229
7093058,LANETT,AL,36863,Mercedes-Benz,S-Class,S430 4dr Rear-wheel Drive Sedan,58500,9/20/05,6514,WDBNG70J44A398024
7093059,ALPHARETTA,GA,30004,BMW,530,iA 4dr Sedan,16290,9/21/05,6453A,WBADT63451CF06692
7093060,MIAMI BEACH,FL,33141,MINI,Cooper S,Base 2dr Hatchback,24700,9/21/05,6520C,WMWRE33404TD90188
7093096,ALAMO,CA,94507,BMW,7 Series,i 4dr Sedan,52500,9/21/05,6565C,WBAGL63423DP66815
7093061,SMYRNA,GA,30080,Mercedes-Benz,SL-Class,SL500 2dr Roadster,85700,9/22/05,6563,WDBSK75F05F091220
7093067,CHICO,CA,95928,Porsche,Cayenne,Turbo 4dr All-wheel Drive,73500,9/22/05,6540,WP1AC29PX4LA92440
7093062,DULUTH,GA,30097,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,29700,9/23/05,6498,WDBKK65F62F261991
7093063,TOMS RIVER,NJ,8753,Jeep,Grand Cherokee,Limited 4dr 4x4,14900,9/23/05,6151A,1J4GW58N91C672949
7093064,MONROE,OH,45050,Mercedes-Benz,S-Class,S430 4dr Rear-wheel Drive Sedan,63900,9/23/05,6574,WDBNG70J85A437554
7093065,ALEXANDER CITY,AL,35010,Mercedes-Benz,C-Class,C240 4dr Rear-wheel Drive Sedan,23900,9/23/05,6435,WDBRF61J53E012490
7093085,SAN DIEGO,CA,92101,Mercedes-Benz,CLK-Class,CLK430 2dr Coupe,28400,9/23/05,6539,WDBLJ70G62F201710
7093066,SUMMERVILLE,GA,30747,Cadillac,Seville,STS 4dr Sedan,15900,9/24/05,6514A,1G6KY54961U266353
7093068,ATLANTA,GA,30339,Jaguar,XJ,XJR 4dr Sedan,54500,9/26/05,6551,SAJWA73B34TG24168
7093073,VALENCIA,CA,91354,Jaguar,X-Type,,17800,9/26/05,6583,SAJEA51CX2WC28827
7093070,LITHONIA,GA,30038,Hummer,H2,Base 4dr All-wheel Drive,33900,9/27/05,6543,5GRGN23U83H134236
7093071,GREENLAND,AR,72737,BMW,Z4,3.0i 2dr Roadster,37500,9/28/05,6441A,4USBT53525LT28346
7093072,HICKORY,NC,28601,Nissan,Quest,,9301,9/28/05,6328A,4N2XN11T0YD842143
7093074,FULLERTON,CA,92835,Mercedes-Benz,CL65 AMG,CL65 AMG 2dr Coupe,139000,9/28/05,6043,WDBPJ79J65A044245
7093075,HIRAM,GA,30141,BMW,745,i 4dr Sedan,45500,9/28/05,6608C,WBAGL63482DP58328
7093077,MESQUITE,NM,88048,Pontiac,Firebird,,19300,9/29/05,6495A,2G2FV22G222113780
7093080,MARIETTA,GA,30064,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,24800,9/29/05,6587,WDBKK65F21F205903
7093083,MADISON,MS,39110,BMW,528,iA (A5) 4dr Sedan,21900,9/30/05,6542A,WBADM6346YGU17503
7093087,MARIETTA,GA,30008,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,27700,10/1/05,6421,WP0CA29832U621064
7093088,LAS VEGAS,NV,89139,Mercedes-Benz,CLK-Class,CLK500 2dr Coupe,44500,10/3/05,6604,WDBTJ75J24F111333
7093090,HIRAM,GA,30141,Jaguar,X-Type,,17900,10/4/05,6616,SAJEA53D22XC64740
7093091,OWINGS MILLS,MD,21117,BMW,545,i 4dr Sedan,50000,10/4/05,6222,WBANB335X4B088474
7093011,MOUNT DORA,FL,32757,Volvo,XC90,,32501,10/5/05,6593,YV1CN592851171123
7093093,FAIRBURN,GA,30213,Mercedes-Benz,CLK-Class,CLK320 2dr Coupe,32750,10/5/05,6522,WDBTJ65J43F051225
7093095,ATLANTA,GA,30324,Mercedes-Benz,SL-Class,SL500 2dr Roadster,69900,10/5/05,6186,WDBSK75F83F013636
7093097,REX,GA,30273,Mercedes-Benz,CLS-Class,CLS500 4dr Sedan,65800,10/5/05,6512,WDDDJ75XX6A014185
7093098,TEMPLE TERRACE,FL,33617,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,37890,10/5/05,6413,WDBUF65J93A225454
7093099,LOUISVILLE,CO,80027,Mercedes-Benz,CL-Class,CL55 AMG 2dr Coupe,45900,10/5/05,6621,WDBPJ73J81A012383
7093100,FREEPORT,FL,32439,BMW,7 Series,i 4dr Sedan,59100,10/6/05,6607C,WBAGL63525DP75722
7093101,OKLAHOMA CITY,OK,73162,BMW,X5,3.0i 4dr All-wheel Drive,31201,10/7/05,6595,5UXFA535X3LV92861
7093102,HOMER,GA,30547,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,35900,10/8/05,6320,WP0CA29864S620358
7093103,BRENTWOOD,TN,37027,Mercedes-Benz,CLK-Class,CLK430 2dr Convertible,40500,10/10/05,6605C,WDBLK70G42T127265
7093104,EGG HARBOR TOWNSHIP,NJ,8234,Volvo,XC90,,36486,10/10/05,6633,YV1CZ592751141468
7093105,LILBURN,GA,30047,BMW,330,i 4dr Rear-wheel Drive Sedan,23600,10/11/05,6559,WBAEV53422KM01587
7093106,SHERWOOD,OR,97140,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,53501,10/11/05,6470,WP0CB29885U730301
7093108,SAINT AUGUSTINE,FL,32092,Mercedes-Benz,E-Class,E55 AMG 4dr Sport Sedan,31001,10/12/05,6560,WDBJF74J4YB107095
7093110,CUMMING,GA,30040,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,26200,10/12/05,6373,WP0CA29802U622494
7093111,CHATTANOOGA,TN,37404,BMW,X5,4.4i 4dr All-wheel Drive,31500,10/12/05,6578C,5UXFB33532LH35880
7093112,BROOKLYN,NY,11214,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,32500,10/12/05,6582,4JGAB57E95A537895
7093113,HENDERSON,NV,89052,Land Rover,LR3,,42700,10/12/05,6632,SALAA25425A302652
7093115,POWDER SPRINGS,GA,30127,Jeep,Wrangler,Sahara 2dr 4x4,14101,10/13/05,6616A,1J4FA59S32P771601
7093116,CEDAR HILLS,UT,84062,BMW,M5,Base 4dr Sedan,45000,10/13/05,6428A,WBSDE93441BZ99002
7093119,KENNER,LA,70065,Porsche,911,,42500,10/14/05,6598,WP0AA2994YS621028
7093120,BENSON,NC,27504,Mercedes-Benz,S-Class,S500 4dr Sedan,29301,10/14/05,6395A,WDBNG75J3YA134033
7092351,STONE MOUNTAIN,GA,30087,INFINITI,FX45,Base 4dr All-wheel Drive,39500,10/15/05,6336A,JNRBS08W75X400180
7093122,JUNO BEACH,FL,33408,Maserati,Coupe,,62000,10/15/05,6379,ZAMBC38A340012031
7093124,BIRMINGHAM,AL,35242,Mercedes-Benz,C-Class,,28490,10/15/05,6507,WDBRF64JX4F456844
7093125,ATLANTA,GA,30309,Mercedes-Benz,C-Class,Kompressor Sport C230 4dr Sedan,33584,10/17/05,6547,WDBRF40J25F667323
7093126,SAN JOSE,CA,95116,BMW,3 Series,Ci 2dr Rear-wheel Drive Coupe,27900,10/17/05,6432,WBABD33424PL00923
7093127,RALEIGH,NC,27616,Mercedes-Benz,CLK-Class,CLK430 2dr Convertible,29400,10/17/05,6503A,WDBLK70GXYT038972
7093129,IRVINE,CA,92612,Porsche,Cayenne,S 4dr All-wheel Drive,46800,10/17/05,6423,WP1AB29P74LA64906
7093130,NAPLES,FL,34102,Land Rover,Range Rover,HSE 4dr All-wheel Drive,65300,10/17/05,6644,SALME11445A181155
7093131,CUMMING,GA,30041,BMW,545,i 4dr Sedan,47900,10/18/05,6427A,WBANB33524B110077
7093133,WOODSTOCK,GA,30189,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,36815,10/19/05,6603,4JGAB57EX5A540787
7093134,MARGATE,FL,33063,BMW,545,i 4dr Sedan,46600,10/19/05,6591,WBANB33544B111683
7093137,HOLMDEL,NJ,7733,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,32601,10/19/05,6602,4JGAB57E35A538217
7093141,GIG HARBOR,WA,98335,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,27601,10/20/05,6534E,WP0CB29831U663875
7093142,GAINESVILLE,FL,32609,Mercedes-Benz,SLK-Class,SLK32 AMG 2dr Roadster,35500,10/21/05,6581,WDBKK66F52F265383
7093143,ATLANTA,GA,30303,BMW,M3,Base 2dr Convertible,39000,10/22/05,6645,WBSBR93482EX22123
7093144,VIRGINIA BEACH,VA,23464,Mercedes-Benz,CL-Class,CL500 2dr Coupe,25900,10/22/05,6549C,WDBGA70G1XA426249
7093145,DECATUR,GA,30033,Audi,A8,L 4.2 4dr All-wheel Drive Quattro LWB Sedan,54400,10/22/05,6552,WAUML44E64N010527
7093146,BREVARD,NC,28712,BMW,7 Series,i 4dr Sedan,50000,10/25/05,6636,WBAGL63443DP64743
7093147,LAGRANGE,GA,30241,Land Rover,Range Rover,HSE 4dr All-wheel Drive,44400,10/25/05,6624,SALME11463A123528
7093148,WALKER,LA,70785,BMW,Z4,3.0i 2dr Roadster,31500,10/25/05,6611,4USBT53493LU03046
7093151,ANN ARBOR,MI,48104,Mercedes-Benz,S-Class,S500 4dr Sedan,41300,10/25/05,6572,WDBNG75J92A288883
7093152,LITHONIA,GA,30038,Mercedes-Benz,CLK-Class,CLK430 2dr Coupe,27900,10/26/05,6547A,WDBLJ70G12F198537
7093154,KENNESAW,GA,30144,Mercedes-Benz,CLK-Class,CLK320 2dr Coupe,27537,10/26/05,6485,WDBLJ65G42T127188
7093155,ROSWELL,GA,30076,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,26900,10/27/05,6541,WP0CA2981YU627728
7093159,MOREHEAD CITY,NC,28557,Lexus,GX 470,Base 4dr All-wheel Drive,41300,10/27/05,6634,JTJBT20X840041293
7093172,CHARLOTTE,NC,28269,Jaguar,X-Type,,15500,10/28/05,6617,SAJEA51C22WC53561
7092158,KEY WEST,FL,33040,Jaguar,S-Type,3.0L V6 4dr Sedan,21800,10/31/05,6661C,SAJDA01NX2FM41113
7093157,SIGNAL MOUNTAIN,TN,37377,BMW,745,Li 4dr Sedan,69500,10/31/05,6657,WBAGN63555DS59655
7093158,SAFETY HARBOR,FL,34695,Mercedes-Benz,E-Class,E500 4dr Rear-wheel Drive Sedan,50700,11/1/05,6590,WDBUF70J05A738253
7093163,NORTH HAVEN,CT,6473,Mercedes-Benz,SL-Class,SL600 2dr Roadster,32500,11/2/05,6672,WDBFA76F8YF188558
7093164,FORT MILL,SC,29715,Land Rover,Range Rover,HSE 4dr All-wheel Drive,48501,11/3/05,6646,SALME11413A129608
7093166,MARIETTA,GA,30066,Jaguar,XJR,,18900,11/4/05,6402A,SAJPN1843XC863754
7093167,ORANGE PARK,FL,32065,Toyota,Sequoia,,23500,11/4/05,6534A,5TDBT48A52S088497
7093169,ATLANTA,GA,30349,Mercedes-Benz,C-Class,Kompressor Sport C230 4dr Sedan,28299,11/4/05,6465,WDBRF40J15A691495
7093171,VALDOSTA,GA,31602,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,42800,11/5/05,6556,WDCYR49EX2X132427
7093174,STOCKBRIDGE,GA,30281,Porsche,Cayenne,Turbo 4dr All-wheel Drive,80500,11/8/05,6043A,WP1AC29P65LA91223
7093175,CORDOVA,TN,38016,BMW,X5,3.0i 4dr All-wheel Drive,34100,11/8/05,6681,5UXFA13594LU25918
7093176,COLLEGE STATION,TX,77845,Land Rover,Range Rover,HSE 4dr All-wheel Drive,40300,11/8/05,6647,SALMB11453A114604
7093177,SMYRNA,GA,30082,Mercedes-Benz,CLK-Class,CLK320 2dr Convertible,30700,11/8/05,6627,WDBLK65G41T084032
7093180,ATLANTA,GA,30331,Isuzu,Rodeo,,3500,11/9/05,6592E,4S2CK58WXW4329842
7093181,LITHONIA,GA,30058,Land Rover,Freelander,SE 4dr All-wheel Drive,13900,11/9/05,6642,SALNY22272A371350
7093183,SMYRNA,GA,30080,Land Rover,Range Rover,HSE 4dr All-wheel Drive,56000,11/10/05,6659,SALMF11404A156717
7093184,MARIETTA,GA,30064,Lexus,RX 300,Base 4dr Front-wheel Drive,16900,11/10/05,6584,JT6GF10U6Y0063225
7093186,BRANFORD,CT,6405,BMW,745,i 4dr Sedan,42000,11/14/05,6546A,WBAGL63402DP55598
7093189,ATLANTA,GA,30316,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,35800,11/15/05,6690,WP0CB29803U662525
7093191,ALPHARETTA,GA,30004,Volkswagen,Touareg,V8 4dr All-wheel Drive,33800,11/16/05,6597,WVGCM77L65D003751
7093196,KENNESAW,GA,30152,Mercedes-Benz,SLK-Class,Kompressor SLK230 2dr Roadster,25500,11/17/05,6433,WDBKK49F22F264398
7093197,LAWRENCEVILLE,GA,30043,BMW,6 Series,Ci 2dr Coupe,61000,11/18/05,6628,WBAEH73424B215263
7093198,MONTGOMERY,AL,36116,Mercedes-Benz,E-Class,E500 4dr Sedan,43033,11/18/05,6648,WDBUF70J63A113496
7093199,ATLANTA,GA,30340,Chevrolet,Suburban 1500,,24636,11/18/05,6655,3GNFK16Z43G330263
7093200,ATLANTA,GA,30340,Isuzu,Rodeo,,8000,11/18/05,6688A,4S2CK58W314356745
7093201,STATESBORO,GA,30458,Land Rover,Discovery,HSE 4dr All-wheel Drive,25900,11/19/05,6638,SALTP19464A833962
7093203,ALAMEDA,CA,94501,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,50301,11/21/05,6568,WP0CB29825S730175
7093205,ORLANDO,FL,32828,BMW,745,Li 4dr Sedan,46500,11/22/05,6691,WBAGN63402DR07261
7093206,CHEVY CHASE,MD,20815,BMW,530,i (M5) 4dr Sedan,28750,11/22/05,6701,WBADT53443CE93978
7093207,CARMEL,CA,93923,Mercedes-Benz,CL-Class,CL500 2dr Coupe,67601,11/22/05,6562,WDBPJ75J34A041923
7093208,ROCKLIN,CA,95677,Mercedes-Benz,S-Class,S430 4dr Sedan,38351,11/22/05,6678,WDBNG70J92A239089
7093210,DULUTH,GA,30097,BMW,7 Series,i 4dr Sedan,39183,11/23/05,6689,WBAGL63442DP56298
7093234,ROCKY MOUNT,NC,27803,Mercedes-Benz,E-Class,E55 AMG 4dr Sedan,71170,11/23/05,6675,WDBUF76J65A673173
7093211,MADISONVILLE,LA,70447,Porsche,Cayenne,S 4dr All-wheel Drive,45400,11/25/05,6652,WP1AB29P14LA65162
7093212,PITTSBORO,NC,27312,Audi,S4,,37790,11/25/05,6717,WAUPL68E34A078391
7093213,KNOXVILLE,TN,37919,Mercedes-Benz,CLK-Class,CLK430 2dr Convertible,34500,11/25/05,6722,WDBLK70G31T083922
7093215,TUSCALOOSA,AL,35405,Mercedes-Benz,C-Class,C230 2dr Coupe,22400,11/26/05,6461C,WDBRN47J22A251869
7093216,MARIETTA,GA,30068,Mercedes-Benz,M-Class,ML500 4dr All-wheel Drive,42877,11/26/05,6684,4JGAB75E55A543692
7093218,MADISON,MS,39110,Mitsubishi,Montero,Limited 4dr 4x4,15700,11/28/05,6534F,JA4MW51R41J005931
7093220,COMMERCE TOWNSHIP,MI,48382,INFINITI,FX45,Base 4dr All-wheel Drive,38601,11/28/05,6706,JNRBS08W74X405068
7093221,RUSSELLVILLE,AR,72802,Saab,3-Sep,,14601,11/28/05,6660A,YS3DD75H9Y7007201
7093219,MCDONOUGH,GA,30252,Mercedes-Benz,M-Class,ML320 4dr All-wheel Drive,22900,11/29/05,6575,4JGAB54E12A329249
7093222,LOS ANGELES,CA,90024,BMW,M3,Base 2dr Convertible,48800,11/29/05,6713,WBSBR93454PK06048
7093228,MABLETON,GA,30126,Mercedes-Benz,S-Class,S500 4dr Sedan,34200,11/30/05,6306,WDBNG75J6YA043533
7093224,SEATTLE,WA,98117,Porsche,Cayenne,Turbo 4dr All-wheel Drive,68401,12/1/05,6720,WP1AC29P34LA92456
7093230,ALAMOGORDO,NM,88310,Lotus,Esprit,V8 2dr Coupe,60101,12/1/05,6677,SCCDC08262HA10441
7093227,ALPHARETTA,GA,30004,Mercedes-Benz,E-Class,E500 4dr Sedan,37290,12/3/05,6698,WDBUF70JX3A103697
7093044,GRAYSON,GA,30017,Land Rover,Range Rover,HSE 4dr All-wheel Drive,43700,12/7/05,6594,SALME11433A128928
7093235,HILTON HEAD ISLAND,SC,29928,Land Rover,Range Rover,HSE 4dr All-wheel Drive,67800,12/7/05,6716,SALMF11495A183710
7093524,CLINTON,MD,20735,Lexus,GS 400,Base 4dr Sedan,18403,12/7/05,6511A,JT8BH68X4X0016491
7093240,SAINT AUGUSTINE,FL,32095,BMW,530,i 4dr Sedan,39851,12/8/05,6743,WBANA73504B064680
7093243,WARNER ROBINS,GA,31088,Mercedes-Benz,SL-Class,SL500 2dr Roadster,63000,12/9/05,6753,WDBSK75F33F009784
7093244,ALPHARETTA,GA,30022,Jaguar,S-Type,4.2L V8 R (A6) 4dr Sedan,31300,12/9/05,6757,SAJEA03V331M53720
7093245,SUMMERLAND KEY,FL,33042,Mercedes-Benz,CLK-Class,CLK55 AMG 2dr Coupe,49660,12/10/05,6079,WDBTJ76H44F101799
7093248,GREENSBORO,NC,27408,Land Rover,Defender 90,,32101,12/12/05,6379A,SALDV3249VA121754
7093249,MARIETTA,GA,30067,Mercedes-Benz,SL-Class,SL500 2dr Roadster,78600,12/12/05,6526,WDBSK75F15F097169
7093252,EAGLE RIVER,AK,99577,Mercedes-Benz,S-Class,S500 4dr All-wheel Drive Sedan,47000,12/12/05,6331,WDBNG84J43A341594
7093253,LEAWOOD,KS,66224,Volkswagen,Touareg,V8 4dr All-wheel Drive,32800,12/13/05,6724,WVGCM77L64D052950
7093254,JACKSONVILLE,FL,32258,Mercedes-Benz,E-Class,E430 4dr Rear-wheel Drive Sedan,16101,12/14/05,6750A,WDBJF70J4YB144184
7093255,KENNESAW,GA,30152,Jaguar,X-Type,,16300,12/14/05,6618,SAJEA51D32XC62983
7093256,FORT LAUDERDALE,FL,33301,BMW,7 Series,i 4dr Sedan,68253,12/14/05,6764,WBAGL63595DP74504
7093258,MARIETTA,GA,30060,Land Rover,Range Rover,HSE 4dr All-wheel Drive,44720,12/15/05,6599,SALME11483A140671
7093259,LITTLE ELM,TX,75068,BMW,325,Ci 2dr Rear-wheel Drive Coupe,32571,12/15/05,6739,WBABD33434PL05824
7093261,ANTELOPE,CA,95843,Mercedes-Benz,M-Class,ML320 4dr All-wheel Drive,25900,12/15/05,6695,4JGAB54E32A368084
7093262,LOVELAND,CO,80537,Audi,S4,,33200,12/16/05,6729,WAUPL58E04A181780
7093263,BRANDON,FL,33511,Jaguar,X-Type,,18000,12/16/05,6710,SAJEA51C12WC28523
7093267,LILBURN,GA,30047,Mercedes-Benz,M-Class,ML500 4dr All-wheel Drive,24700,12/16/05,6685,4JGAB75E43A386718
7093268,SAN DIEGO,CA,92124,Mercedes-Benz,SL-Class,SL500 2dr Roadster,63805,12/16/05,6686,WDBSK75F63F024540
7093269,NORCROSS,GA,30093,Mercedes-Benz,CLK-Class,CLK500 2dr Coupe,41800,12/19/05,6420,WDBTJ75J14F075795
7093271,ALPHARETTA,GA,30022,Porsche,911,,60025,12/20/05,6687,WP0AA29903S620760
7093272,SUWANEE,GA,30024,Mercedes-Benz,M-Class,ML500 4dr All-wheel Drive,25976,12/20/05,6759,4JGAB75E22A316178
7093273,FAYETTEVILLE,GA,30214,BMW,850,CiA 2dr Coupe,26000,12/20/05,6788,WBAEG4324VCD05240
7093274,DECATUR,GA,30033,Mercedes-Benz,SL-Class,SL500 2dr Roadster,66900,12/20/05,6500,WDBSK75F83F058706
7093275,MARIETTA,GA,30062,Porsche,911,,56900,12/21/05,6792,WP0AA29973S622716
7093277,SUWANEE,GA,30024,Mercedes-Benz,M-Class,ML500 4dr All-wheel Drive,31851,12/21/05,6734,4JGAB75E54A462237
7093281,SMYRNA,GA,30080,Mercedes-Benz,E-Class,,25500,12/21/05,6697,WDBJF65J72B433733
7093283,MARIETTA,GA,30062,BMW,745,Li 4dr Sedan,38450,12/22/05,6787,WBAGN63482DR02339
7093284,ATLANTA,GA,30339,Mercedes-Benz,S-Class,S430 4dr Sedan,31950,12/22/05,6764A,WDBNG70J41A163652
7093285,LOS ANGELES,CA,90027,BMW,Z4,2.5i 2dr Roadster,30800,12/23/05,6742,4USBT33594LS53471
7093312,BARNESVILLE,GA,30204,Mercedes-Benz,CLK-Class,CLK320 2dr Convertible,32500,12/24/05,6570A,WDBLK65G02T102866
7093291,WOODSTOCK,GA,30188,Jaguar,X-Type,,16900,12/27/05,6812,SAJEA53DX2XC54196
7093293,LAWRENCEVILLE,GA,30044,Mercedes-Benz,CLK-Class,CLK500 2dr Coupe,46800,12/27/05,6625,WDBTJ75J55F153643
7093294,BUNNELL,FL,32110,Mercedes-Benz,SL-Class,SL55 AMG 2dr Roadster,86900,12/27/05,6774,WDBSK74F93F052852
7093295,MURPHY,NC,28906,BMW,745,i 4dr Sedan,39800,12/27/05,6676A,WBAGL63482DP51735
7093296,INDIANAPOLIS,IN,46216,Mercedes-Benz,E-Class,E55 AMG 4dr Sedan,58500,12/27/05,6773,WDBUF76J33A392185
7093297,NAPLES,FL,34112,MINI,Cooper S,Base 2dr Hatchback,22200,12/27/05,6687A,WMWRE33475TD91338
7093298,LAGUNA NIGUEL,CA,92677,Porsche,Cayenne,S 4dr All-wheel Drive,46601,12/27/05,6799,WP1AB29P84LA63795
7092665,ALPHARETTA,GA,30022,Mercedes-Benz,E-Class,E55 AMG 4dr Sedan,73685,12/29/05,6763,WDBUF76J84A404154
7093299,RALEIGH,NC,27617,Mercedes-Benz,CLK-Class,CLK55 AMG 2dr Convertible,65001,12/29/05,6779,WDBTK76G85T038178
7093342,ROCK HILL,SC,29732,BMW,760,Li 4dr Sedan,101601,12/29/05,6483,WBAGN83544DK11218
7093300,ALPHARETTA,GA,30009,BMW,X5,3.0i 4dr All-wheel Drive,28900,12/30/05,6719,5UXFA53592LP41436
7093302,KNOXVILLE,TN,37917,Mercedes-Benz,S-Class,S55 AMG 4dr Sedan,46000,12/30/05,5792A,WDBNG73J02A227957
7093303,BIG CANOE,GA,30143,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,34196,12/31/05,6809,WP0CB29872U661385
7093307,ALPHARETTA,GA,30004,Mercedes-Benz,SL-Class,SL55 AMG 2dr Roadster,101500,12/31/05,6731,WDBSK74F55F098813
